Date,Open,High,Low,Close,Volume,Adj Close
2014-10-03,57.630001,58.560001,57.490002,58.459999,5317700,58.459999
2014-10-06,58.959999,59.09,57.73,58.299999,3295100,58.299999
2014-10-07,57.91,58.130001,56.880001,56.91,2470800,56.91
2014-10-08,57.0,58.060001,55.950001,57.900002,3417000,57.900002
2014-10-09,57.75,59.400002,56.919998,57.130001,5436800,57.130001
2014-10-10,57.07,57.889999,54.759998,54.77,5873000,54.77
2014-10-13,54.75,54.98,52.700001,53.23,5442200,53.23
2014-10-14,53.919998,54.290001,52.419998,52.720001,5739700,52.720001
2014-10-15,51.950001,53.400002,51.040001,53.09,7010000,53.09
2014-10-16,51.970001,54.220001,51.689999,53.869999,5464200,53.869999
2014-10-17,54.740002,56.279999,54.66,55.630001,5410300,55.630001
2014-10-20,54.75,56.380001,54.689999,56.029999,3805600,56.029999
2014-10-21,56.400002,57.450001,56.029999,57.240002,4283700,57.240002
2014-10-22,56.77,57.189999,56.009998,56.25,3960500,56.25
2014-10-23,56.830002,58.93,56.799999,57.880001,5139900,57.880001
2014-10-24,57.950001,59.68,57.799999,59.57,4268000,59.57
2014-10-27,59.369999,59.369999,58.41,59.110001,2850900,59.110001
2014-10-28,59.970001,61.720001,59.860001,61.529999,6107900,61.529999
2014-10-29,61.18,61.299999,60.360001,60.970001,3781600,60.970001
2014-10-30,60.599998,61.869999,60.220001,61.720001,2935100,61.720001
2014-10-31,62.990002,64.599998,62.939999,63.990002,7418900,63.990002
2014-11-03,63.919998,64.5,63.43,63.59,3815600,63.59
2014-11-04,63.439999,63.959999,62.990002,63.57,2655100,63.57
2014-11-05,63.970001,64.010002,61.59,61.91,4971200,61.91
2014-11-06,62.080002,63.450001,61.880001,63.09,3994200,63.09
2014-11-07,63.610001,64.639999,63.450001,63.970001,3639500,63.970001
2014-11-10,64.050003,64.540001,63.130001,64.449997,2566000,64.449997
2014-11-11,64.449997,64.739998,63.450001,64.059998,2026800,64.059998
2014-11-12,63.790001,63.93,63.259998,63.77,2364200,63.77
2014-11-13,64.0,64.220001,62.73,63.16,3025400,63.16
2014-11-14,63.189999,63.93,62.380001,63.91,3150500,63.91
2014-11-17,63.73,64.099998,62.450001,62.509998,3334100,62.509998
2014-11-18,62.509998,63.32,62.16,62.470001,4129800,62.470001
2014-11-19,62.18,62.209999,60.450001,61.02,7256300,61.02
2014-11-20,59.43,59.68,57.810001,58.299999,15530100,58.299999
2014-11-21,58.889999,59.580002,57.66,58.189999,10342800,58.189999
2014-11-24,57.290001,58.240002,56.799999,58.09,9220400,58.09
2014-11-25,57.970001,59.380001,57.939999,59.34,5882600,59.34
2014-11-26,59.279999,59.419998,58.91,59.23,3257300,59.23
2014-11-28,57.93,60.290001,57.75,59.869999,4469000,59.869999
2014-12-01,59.09,59.810001,58.959999,59.080002,4355400,59.080002
2014-12-02,59.48,59.73,58.580002,59.25,4939400,59.25
2014-12-03,59.419998,59.580002,58.540001,58.880001,3056600,58.880001
2014-12-04,58.66,59.119999,58.540001,58.950001,3087400,58.950001
2014-12-05,58.98,59.139999,58.560001,58.849998,2732000,58.849998
2014-12-08,58.540001,58.73,56.150002,56.41,5057200,56.41
2014-12-09,55.040001,56.200001,53.439999,56.139999,6117600,56.139999
2014-12-10,56.110001,56.75,55.060001,55.32,5642900,55.32
2014-12-11,55.5,56.34,55.16,55.48,4179300,55.48
2014-12-12,55.310001,55.709999,54.91,55.07,4477700,55.07
2014-12-15,55.419998,56.16,55.110001,55.41,4892200,55.41
2014-12-16,54.360001,55.669998,53.75,53.790001,5924300,53.790001
2014-12-17,54.189999,57.25,54.09,57.0,9257500,57.0
2014-12-18,58.490002,59.580002,58.310001,59.330002,11006500,59.330002
2014-12-19,59.610001,60.48,59.310001,59.860001,9550200,59.860001
2014-12-22,59.93,60.490002,59.450001,59.860001,5297700,59.860001
2014-12-23,60.0,60.860001,59.880001,60.5,3404100,60.5
2014-12-24,60.529999,60.880001,60.09,60.330002,2309500,60.330002
2014-12-26,60.459999,61.099998,59.919998,60.799999,3454700,60.799999
2014-12-29,60.41,60.93,60.02,60.349998,2632500,60.349998
2014-12-30,60.259998,60.82,59.009998,59.43,2777100,59.43
2014-12-31,59.389999,60.23,59.220001,59.310001,3232000,59.310001
2015-01-02,59.900002,60.43,58.509998,59.240002,2796400,59.240002
2015-01-05,58.599998,59.240002,57.84,58.169998,3688200,58.169998
2015-01-06,58.18,58.549999,56.549999,57.200001,3174900,57.200001
2015-01-07,57.790001,57.950001,56.599998,56.93,4284300,56.93
2015-01-08,57.330002,58.779999,57.169998,58.59,3756600,58.59
2015-01-09,59.16,59.5,57.77,58.16,6875300,58.16
2015-01-12,58.450001,58.599998,57.52,57.73,2724500,57.73
2015-01-13,58.389999,59.540001,57.299999,57.970001,3509100,57.970001
2015-01-14,57.41,57.779999,56.380001,57.25,3096200,57.25
2015-01-15,57.150002,57.540001,55.029999,55.110001,4821000,55.110001
2015-01-16,54.959999,56.720001,54.950001,56.639999,3236700,56.639999
2015-01-20,56.700001,57.560001,55.810001,57.290001,6521500,57.290001
2015-01-21,56.990002,58.549999,56.84,57.709999,3544900,57.709999
2015-01-22,57.91,58.459999,57.169998,58.0,5481500,58.0
2015-01-23,58.0,59.049999,57.779999,58.619999,3887300,58.619999
2015-01-26,58.529999,59.98,58.400002,59.779999,4753200,59.779999
2015-01-27,58.900002,58.900002,57.240002,57.790001,4150700,57.790001
2015-01-28,58.43,58.5,56.349998,56.349998,4683400,56.349998
2015-01-29,56.799999,58.259998,55.849998,58.099998,4424500,58.099998
2015-01-30,57.5,58.139999,56.369999,56.450001,3817400,56.450001
2015-02-02,56.880001,57.330002,55.450001,57.279999,3495200,57.279999
2015-02-03,57.66,58.66,57.23,58.610001,3474200,58.610001
2015-02-04,58.439999,59.470001,58.209999,58.990002,3013100,58.990002
2015-02-05,58.950001,59.48,58.759998,59.259998,2513000,59.259998
2015-02-06,59.259998,59.700001,58.650002,59.169998,2714200,59.169998
2015-02-09,58.849998,58.98,57.82,57.98,2879000,57.98
2015-02-10,58.5,59.169998,58.220001,58.790001,3093700,58.790001
2015-02-11,58.82,59.099998,58.610001,58.799999,3413700,58.799999
2015-02-12,59.290001,61.34,59.220001,61.259998,5284800,61.259998
2015-02-13,61.25,63.220001,61.099998,62.849998,5107000,62.849998
2015-02-17,62.580002,62.610001,61.830002,62.07,3447200,62.07
2015-02-18,62.400002,63.0,62.290001,63.0,2534300,63.0
2015-02-19,62.59,63.029999,62.009998,62.810001,2320900,62.810001
2015-02-20,62.779999,63.75,62.509998,63.740002,3473800,63.740002
2015-02-23,63.139999,63.439999,62.369999,62.580002,4671400,62.580002
2015-02-24,62.580002,62.59,61.549999,61.93,5481700,61.93
2015-02-25,61.93,63.049999,61.889999,62.869999,7634000,62.869999
2015-02-26,70.019997,71.0,69.0,70.239998,20370800,70.239998
2015-02-27,69.849998,70.410004,69.010002,69.379997,8289500,69.379997
2015-03-02,67.379997,68.800003,66.669998,68.459999,8124800,68.459999
2015-03-03,68.059998,68.379997,66.709999,66.949997,4945600,66.949997
2015-03-04,66.379997,66.400002,64.720001,64.879997,9121300,64.879997
2015-03-05,65.120003,66.059998,64.760002,65.589996,3925200,65.589996
2015-03-06,65.18,65.940002,64.279999,64.559998,3861800,64.559998
2015-03-09,64.75,65.669998,64.32,65.480003,4567800,65.480003
2015-03-10,64.779999,64.959999,63.759998,63.759998,3941700,63.759998
2015-03-11,64.0,64.5,63.650002,63.68,3374100,63.68
2015-03-12,63.66,65.349998,63.66,64.949997,3809500,64.949997
2015-03-13,64.809998,65.419998,63.900002,64.599998,3248000,64.599998
2015-03-16,64.949997,66.470001,64.910004,66.43,4538900,66.43
2015-03-17,65.959999,67.559998,65.879997,67.550003,5594700,67.550003
2015-03-18,67.040001,68.940002,66.75,68.550003,5576600,68.550003
2015-03-19,68.300003,68.949997,68.099998,68.879997,3883100,68.879997
2015-03-20,69.190002,69.889999,67.290001,67.690002,8649500,67.690002
2015-03-23,67.699997,68.260002,67.379997,67.660004,3659000,67.660004
2015-03-24,67.68,67.830002,67.260002,67.370003,3216100,67.370003
2015-03-25,67.300003,67.339996,65.529999,65.779999,4030100,65.779999
2015-03-26,65.720001,66.459999,64.809998,65.989998,2971600,65.989998
2015-03-27,65.779999,66.68,65.559998,66.550003,2106400,66.550003
2015-03-30,67.400002,67.559998,66.239998,66.849998,2741200,66.849998
2015-03-31,66.510002,67.959999,66.459999,66.809998,4031700,66.809998
2015-04-01,66.510002,66.550003,65.419998,66.080002,3713000,66.080002
2015-04-02,66.25,66.900002,65.75,66.68,2021600,66.68
2015-04-06,66.239998,68.059998,66.0,67.940002,6375400,67.940002
2015-04-07,68.239998,69.75,67.989998,68.199997,3817100,68.199997
2015-04-08,68.260002,68.919998,67.809998,68.209999,2566700,68.209999
2015-04-09,68.32,68.349998,66.82,67.739998,2577500,67.739998
2015-04-10,67.599998,67.989998,66.940002,67.639999,1953000,67.639999
2015-04-13,67.760002,68.32,67.0,67.080002,2131000,67.080002
2015-04-14,67.120003,67.410004,66.300003,66.910004,1938000,66.910004
2015-04-15,67.269997,67.510002,66.980003,67.209999,2140200,67.209999
2015-04-16,66.669998,68.209999,66.650002,67.910004,2269300,67.910004
2015-04-17,67.160004,67.160004,65.440002,65.809998,3794200,65.809998
2015-04-20,66.190002,67.050003,66.190002,66.900002,1945200,66.900002
2015-04-21,67.389999,67.940002,67.110001,67.379997,2223700,67.379997
2015-04-22,67.379997,68.120003,67.019997,67.709999,2051400,67.709999
2015-04-23,67.360001,69.080002,67.260002,68.470001,3518400,68.470001
2015-04-24,68.599998,68.709999,67.379997,67.830002,1910900,67.830002
2015-04-27,68.459999,68.940002,67.699997,67.839996,2643200,67.839996
2015-04-28,67.970001,68.339996,66.57,66.889999,2832800,66.889999
2015-04-29,66.309998,78.459999,65.889999,74.650002,28245800,74.650002
2015-04-30,72.190002,74.0,71.0,72.82,17492100,72.82
2015-05-01,73.370003,74.5,72.0,73.360001,9210800,73.360001
2015-05-04,72.269997,72.370003,71.010002,71.599998,5058500,71.599998
2015-05-05,71.5,76.18,71.0,72.75,20008500,72.75
2015-05-06,73.650002,75.529999,72.800003,73.790001,11122100,73.790001
2015-05-07,74.080002,74.769997,73.400002,74.519997,4377700,74.519997
2015-05-08,72.0,73.5,71.760002,72.400002,6156400,72.400002
2015-05-11,71.480003,72.279999,71.199997,71.199997,4048500,71.199997
2015-05-12,70.699997,72.150002,70.040001,71.769997,3575500,71.769997
2015-05-13,72.389999,72.529999,71.019997,71.790001,4209700,71.790001
2015-05-14,72.5,73.080002,71.800003,72.879997,3199500,72.879997
2015-05-15,73.220001,73.309998,72.25,72.400002,3649300,72.400002
2015-05-18,72.550003,73.199997,71.669998,72.800003,2856700,72.800003
2015-05-19,72.989998,73.099998,70.839996,71.480003,5104100,71.480003
2015-05-20,71.230003,71.230003,69.290001,70.160004,9728300,70.160004
2015-05-21,73.510002,74.68,72.309998,72.910004,12316000,72.910004
2015-05-22,73.0,75.889999,72.5,75.010002,11304800,75.010002
2015-05-26,73.660004,73.980003,73.220001,73.57,6547800,73.57
2015-05-27,73.0,74.459999,72.93,73.949997,3927000,73.949997
2015-05-28,72.919998,73.489998,72.529999,72.68,5066300,72.68
2015-05-29,72.559998,72.93,71.660004,72.75,4838100,72.75
2015-06-01,72.790001,73.489998,72.25,73.099998,3191400,73.099998
2015-06-02,72.830002,73.349998,72.610001,72.900002,2623000,72.900002
2015-06-03,73.209999,73.599998,72.699997,73.470001,2651800,73.470001
2015-06-04,72.910004,73.480003,72.010002,72.209999,2767500,72.209999
2015-06-05,72.0,73.669998,71.849998,73.550003,3187600,73.550003
2015-06-08,73.279999,73.279999,71.239998,71.839996,3830600,71.839996
2015-06-09,72.459999,72.480003,71.0,71.760002,3236500,71.760002
2015-06-10,72.029999,73.300003,71.470001,73.029999,2476600,73.029999
2015-06-11,73.169998,73.489998,72.25,72.400002,2371700,72.400002
2015-06-12,72.199997,72.349998,71.470001,71.769997,2288100,71.769997
2015-06-15,71.309998,72.669998,70.730003,72.559998,2844600,72.559998
2015-06-16,72.0,73.550003,72.0,73.400002,3434200,73.400002
2015-06-17,73.5,75.809998,73.309998,74.419998,7291600,74.419998
2015-06-18,74.629997,76.209999,74.599998,75.709999,4230300,75.709999
2015-06-19,75.5,75.949997,74.959999,75.0,5372600,75.0
2015-06-22,75.5,75.709999,74.349998,74.779999,3112700,74.779999
2015-06-23,74.860001,74.980003,73.860001,74.199997,3142400,74.199997
2015-06-24,74.099998,74.550003,72.989998,73.5,2763300,73.5
2015-06-25,74.32,74.650002,73.370003,73.610001,1958200,73.610001
2015-06-26,73.75,73.910004,72.089996,72.339996,4089800,72.339996
2015-06-29,71.669998,71.870003,69.93,70.0,2698200,70.0
2015-06-30,70.68,70.779999,69.110001,69.629997,3559900,69.629997
2015-07-01,70.580002,71.040001,70.150002,70.540001,3060700,70.540001
2015-07-02,70.919998,71.050003,69.980003,70.419998,1562300,70.419998
2015-07-06,69.769997,69.830002,68.550003,69.160004,3586700,69.160004
2015-07-07,70.18,70.510002,68.330002,70.260002,4937200,70.260002
2015-07-08,70.029999,70.489998,69.07,69.389999,2988500,69.389999
2015-07-09,70.5,71.599998,69.940002,69.959999,3245500,69.959999
2015-07-10,70.970001,71.419998,70.470001,71.139999,2252200,71.139999
2015-07-13,71.589996,71.860001,71.0,71.050003,2446400,71.050003
2015-07-14,71.209999,72.010002,71.209999,71.790001,2024100,71.790001
2015-07-15,71.75,72.160004,71.07,71.360001,1722300,71.360001
2015-07-16,71.910004,72.43,71.629997,72.419998,2774900,72.419998
2015-07-17,72.540001,73.5,72.07,72.809998,3005700,72.809998
2015-07-20,72.889999,73.190002,72.410004,72.769997,2175900,72.769997
2015-07-21,72.620003,73.919998,72.5,73.830002,3620500,73.830002
2015-07-22,73.370003,74.419998,73.18,73.870003,3296400,73.870003
2015-07-23,74.25,74.519997,71.970001,72.209999,3231600,72.209999
2015-07-24,72.709999,74.190002,72.260002,73.919998,3480300,73.919998
2015-07-27,73.370003,73.889999,72.309998,72.459999,3478400,72.459999
2015-07-28,72.790001,73.860001,71.75,73.790001,3435200,73.790001
2015-07-29,73.029999,74.190002,72.330002,73.879997,2158700,73.879997
2015-07-30,73.690002,73.839996,72.339996,73.360001,2362800,73.360001
2015-07-31,73.410004,74.150002,73.010002,73.300003,2144600,73.300003
2015-08-03,73.57,73.639999,72.059998,72.440002,2581400,72.440002
2015-08-04,72.449997,72.760002,71.800003,71.889999,2089300,71.889999
2015-08-05,72.57,73.639999,72.43,72.529999,2108900,72.529999
2015-08-06,72.779999,72.879997,70.32,70.43,2195400,70.43
2015-08-07,70.449997,70.730003,69.480003,70.410004,2226200,70.410004
2015-08-10,71.129997,71.519997,70.699997,71.269997,1814000,71.269997
2015-08-11,70.68,71.879997,70.400002,71.629997,2406200,71.629997
2015-08-12,71.099998,71.379997,69.559998,71.040001,3135100,71.040001
2015-08-13,71.440002,71.93,70.75,71.400002,2302900,71.400002
2015-08-14,71.190002,73.269997,70.860001,72.989998,3246900,72.989998
2015-08-17,72.589996,74.139999,71.599998,74.040001,3073000,74.040001
2015-08-18,73.910004,74.050003,72.029999,72.580002,4126500,72.580002
2015-08-19,72.540001,72.940002,71.739998,72.040001,4756400,72.040001
2015-08-20,71.620003,72.0,67.5,67.82,8168000,67.82
2015-08-21,69.0,71.550003,68.279999,69.150002,13138700,69.150002
2015-08-24,65.760002,68.989998,64.160004,65.169998,9650000,65.169998
2015-08-25,67.589996,68.199997,65.019997,65.18,7104000,65.18
2015-08-26,66.699997,68.639999,65.290001,68.519997,8044100,68.519997
2015-08-27,69.309998,70.239998,68.25,69.940002,4918100,69.940002
2015-08-28,69.75,70.82,69.470001,70.25,4191100,70.25
2015-08-31,69.790001,70.209999,69.029999,69.360001,3891900,69.360001
2015-09-01,67.860001,68.620003,66.260002,66.629997,4373900,66.629997
2015-09-02,67.589996,67.980003,66.330002,67.980003,3465400,67.980003
2015-09-03,68.300003,69.25,67.949997,68.25,2937100,68.25
2015-09-04,67.279999,67.970001,66.540001,67.129997,3146000,67.129997
2015-09-08,68.339996,70.82,68.309998,70.760002,4098400,70.760002
2015-09-09,71.019997,71.330002,68.849998,69.029999,3652800,69.029999
2015-09-10,69.0,70.0,68.919998,69.739998,2861200,69.739998
2015-09-11,69.540001,70.089996,68.900002,70.050003,3442000,70.050003
2015-09-14,70.199997,70.400002,69.540001,69.889999,3436000,69.889999
2015-09-15,70.629997,71.699997,70.150002,71.269997,4276400,71.269997
2015-09-16,71.5,72.0,70.980003,71.879997,3330300,71.879997
2015-09-17,71.5,73.199997,71.5,72.32,4205900,72.32
2015-09-18,71.300003,72.419998,70.620003,71.400002,6039500,71.400002
2015-09-21,71.760002,72.639999,71.059998,72.139999,2914000,72.139999
2015-09-22,71.389999,71.940002,70.910004,71.650002,3460100,71.650002
2015-09-23,71.5,72.360001,70.970001,71.989998,2688800,71.989998
2015-09-24,71.550003,72.0,70.449997,71.709999,3056000,71.709999
2015-09-25,72.599998,73.620003,71.949997,72.440002,4829900,72.440002
2015-09-28,71.949997,72.690002,68.970001,69.040001,5638500,69.040001
2015-09-29,69.089996,69.669998,67.709999,68.379997,4660200,68.379997
2015-09-30,69.080002,69.620003,67.82,69.43,4080100,69.43
2015-10-01,69.160004,73.07,68.68,72.910004,8106900,72.910004
2015-10-02,71.68,74.019997,71.160004,73.93,4838600,73.93
2015-10-05,74.089996,75.75,73.860001,75.269997,4169700,75.269997
2015-10-06,75.089996,75.279999,73.889999,74.419998,2519400,74.419998
2015-10-07,74.620003,75.290001,73.25,75.0,3044400,75.0
2015-10-08,74.980003,75.900002,74.120003,75.089996,3804700,75.089996
2015-10-09,75.230003,75.699997,74.739998,75.25,3113600,75.25
2015-10-12,75.309998,76.25,74.989998,75.879997,2594500,75.879997
2015-10-13,76.519997,78.300003,75.839996,76.629997,5578600,76.629997
2015-10-14,76.290001,76.57,75.209999,75.580002,3447200,75.580002
2015-10-15,76.190002,78.339996,75.910004,77.699997,3295300,77.699997
2015-10-16,78.18,78.839996,77.459999,78.769997,3613400,78.769997
2015-10-19,78.440002,79.330002,77.480003,77.93,4346900,77.93
2015-10-20,78.0,78.510002,76.879997,77.529999,1991700,77.529999
2015-10-21,77.419998,77.529999,75.309998,75.830002,3134700,75.830002
2015-10-22,76.449997,78.419998,76.449997,77.370003,3280100,77.370003
2015-10-23,78.199997,79.379997,77.269997,78.559998,3971400,78.559998
2015-10-26,78.580002,79.300003,77.639999,78.220001,2740300,78.220001
2015-10-27,78.040001,78.620003,77.32,77.75,1683800,77.75
2015-10-28,77.879997,78.529999,76.57,78.529999,3266800,78.529999
2015-10-29,78.580002,78.720001,77.57,78.139999,1822100,78.139999
2015-10-30,78.150002,78.629997,77.419998,77.709999,3371600,77.709999
2015-11-02,77.709999,79.82,77.5,79.199997,3110000,79.199997
2015-11-03,79.029999,79.32,78.25,78.629997,2398500,78.629997
2015-11-04,78.879997,79.480003,78.080002,78.389999,2585800,78.389999
2015-11-05,78.410004,79.480003,77.800003,78.709999,2601900,78.709999
2015-11-06,78.559998,79.629997,78.18,79.410004,2835100,79.410004
2015-11-09,78.93,79.019997,77.410004,78.220001,3088300,78.220001
2015-11-10,78.199997,78.360001,77.300003,78.25,2610500,78.25
2015-11-11,78.540001,79.0,78.089996,78.709999,2385700,78.709999
2015-11-12,78.470001,79.75,78.230003,78.300003,3159800,78.300003
2015-11-13,78.080002,78.080002,75.419998,75.599998,3922600,75.599998
2015-11-16,75.540001,76.330002,73.940002,76.260002,4053200,76.260002
2015-11-17,76.57,78.489998,76.410004,77.239998,4567600,77.239998
2015-11-18,77.769997,78.050003,75.809998,77.349998,6442500,77.349998
2015-11-19,81.050003,82.900002,80.449997,80.639999,11602800,80.639999
2015-11-20,80.900002,82.139999,79.709999,80.989998,5336300,80.989998
2015-11-23,80.440002,81.739998,80.389999,80.779999,3593700,80.779999
2015-11-24,80.300003,80.800003,79.129997,80.389999,3420300,80.389999
2015-11-25,80.370003,81.120003,79.75,80.410004,2487300,80.410004
2015-11-27,80.220001,80.480003,79.449997,79.970001,2221700,79.970001
2015-11-30,79.730003,80.18,79.290001,79.690002,4449700,79.690002
