Date,Open,High,Low,Close,Volume,Adj Close
2014-07-16,45.349998,45.59,44.740002,44.900002,3880400,44.900002
2014-07-17,44.68,45.330002,42.959999,43.349998,8266200,43.349998
2014-07-18,43.759998,44.59,43.650002,44.25,5226100,44.25
2014-07-21,44.25,44.27,43.549999,43.790001,2590700,43.790001
2014-07-22,44.09,45.099998,43.959999,44.82,3545700,44.82
2014-07-23,44.75,46.32,44.599998,46.0,7820700,46.0
2014-07-24,48.93,49.279999,44.549999,44.919998,14792900,44.919998
2014-07-25,45.52,47.990002,45.220001,46.779999,11748200,46.779999
2014-07-28,46.799999,47.290001,45.880001,46.549999,5312900,46.549999
2014-07-29,46.77,46.900002,45.75,45.84,4900100,45.84
2014-07-30,47.43,47.740002,46.150002,46.970001,7006100,46.970001
2014-07-31,46.040001,47.220001,45.450001,46.389999,5015500,46.389999
2014-08-01,46.5,46.77,45.630001,46.73,3360900,46.73
2014-08-04,46.68,47.389999,44.950001,45.5,5029500,45.5
2014-08-05,45.68,46.169998,43.5,43.939999,8486300,43.939999
2014-08-06,43.549999,44.240002,42.66,43.889999,5368700,43.889999
2014-08-07,44.09,44.720001,42.709999,43.259998,5836500,43.259998
2014-08-08,43.23,43.23,41.93,42.950001,6789000,42.950001
2014-08-11,43.41,43.75,42.75,43.119999,4971500,43.119999
2014-08-12,43.41,43.639999,42.599998,42.799999,4529100,42.799999
2014-08-13,43.09,44.66,42.709999,44.110001,4068800,44.110001
2014-08-14,44.150002,45.939999,44.150002,45.919998,5620900,45.919998
2014-08-15,46.0,46.400002,44.990002,46.009998,5649100,46.009998
2014-08-18,46.400002,47.889999,46.32,47.84,5664900,47.84
2014-08-19,47.799999,48.32,47.419998,47.68,5411500,47.68
2014-08-20,47.98,49.360001,47.810001,49.25,4813800,49.25
2014-08-21,49.450001,49.52,47.830002,48.009998,5271500,48.009998
2014-08-22,48.189999,48.849998,48.0,48.459999,3380700,48.459999
2014-08-25,48.799999,49.0,48.080002,48.509998,3591100,48.509998
2014-08-26,48.650002,48.82,48.080002,48.220001,2270200,48.220001
2014-08-27,48.18,48.75,47.919998,48.220001,2438100,48.220001
2014-08-28,47.830002,48.5,47.52,48.32,2203700,48.32
2014-08-29,48.150002,48.41,47.23,47.610001,4096000,47.610001
2014-09-02,48.0,50.0,48.0,49.990002,6237800,49.990002
2014-09-03,48.740002,49.150002,48.200001,49.029999,5439400,49.029999
2014-09-04,49.27,50.860001,48.799999,50.419998,5688300,50.419998
2014-09-05,50.290001,51.700001,49.830002,50.73,6309200,50.73
2014-09-08,51.130001,51.740002,50.860001,51.130001,5489500,51.130001
2014-09-09,50.900002,52.450001,50.5,50.84,6348800,50.84
2014-09-10,51.0,51.900002,50.560001,51.740002,4671400,51.740002
2014-09-11,52.0,52.41,50.599998,51.029999,5888900,51.029999
2014-09-12,51.040001,51.48,50.369999,50.41,5294800,50.41
2014-09-15,50.41,50.5,49.169998,49.560001,4064800,49.560001
2014-09-16,49.27,49.959999,48.439999,49.540001,4920900,49.540001
2014-09-17,49.84,50.630001,48.720001,48.93,5042600,48.93
2014-09-18,49.0,50.049999,48.470001,49.900002,3552300,49.900002
2014-09-19,50.02,50.18,49.220001,49.380001,5738500,49.380001
2014-09-22,49.470001,49.470001,47.540001,47.790001,4804800,47.790001
2014-09-23,47.73,48.759998,47.0,48.25,4098800,48.25
2014-09-24,48.150002,48.75,47.889999,48.200001,3987500,48.200001
2014-09-25,47.959999,47.959999,46.43,47.009998,5666300,47.009998
2014-09-26,47.060001,47.48,46.650002,47.330002,2837700,47.330002
2014-09-29,46.68,47.220001,46.27,46.75,3585400,46.75
2014-09-30,46.759998,47.259998,45.720001,46.790001,5221900,46.790001
2014-10-01,45.619999,46.150002,44.369999,45.470001,10629300,45.470001
2014-10-02,45.799999,46.939999,45.27,46.130001,5260700,46.130001
2014-10-03,46.93,48.849998,46.93,48.279999,6526600,48.279999
2014-10-06,48.34,48.799999,46.889999,46.939999,5318400,46.939999
2014-10-07,46.630001,46.810001,45.360001,45.490002,5872100,45.490002
2014-10-08,45.970001,46.0,42.860001,43.830002,10650900,43.830002
2014-10-09,46.200001,47.18,44.459999,45.040001,15993400,45.040001
2014-10-10,44.889999,45.709999,42.860001,43.740002,7869600,43.740002
2014-10-13,44.080002,44.209999,39.459999,40.549999,14869500,40.549999
2014-10-14,41.630001,43.869999,41.419998,43.169998,10138500,43.169998
2014-10-15,40.48,44.189999,39.790001,42.549999,15803300,42.549999
2014-10-16,41.400002,44.439999,41.360001,43.77,10699200,43.77
2014-10-17,44.25,45.450001,43.970001,44.68,4644000,44.68
2014-10-20,45.650002,47.630001,45.23,47.290001,8639600,47.290001
2014-10-21,48.130001,50.0,48.07,49.509998,9314000,49.509998
2014-10-22,49.68,49.939999,48.830002,49.060001,7620900,49.060001
2014-10-23,46.66,50.549999,46.66,49.419998,15770500,49.419998
2014-10-24,49.32,50.220001,48.150002,49.619999,7255600,49.619999
2014-10-27,49.639999,51.84,49.259998,51.73,10247200,51.73
2014-10-28,51.959999,53.259998,51.130001,52.360001,8493900,52.360001
2014-10-29,52.310001,52.740002,51.540001,52.259998,5327900,52.259998
2014-10-30,52.18,52.43,51.369999,51.740002,3917400,51.740002
2014-10-31,52.939999,53.650002,52.439999,52.810001,6389900,52.810001
2014-11-03,52.950001,54.459999,52.810001,54.279999,4787300,54.279999
2014-11-04,54.990002,56.900002,54.970001,55.209999,7707500,55.209999
2014-11-05,55.580002,55.650002,53.77,54.110001,3868100,54.110001
2014-11-06,54.849998,56.470001,54.599998,55.66,6666700,55.66
2014-11-07,55.43,55.84,53.869999,54.18,5311400,54.18
2014-11-10,53.700001,54.959999,53.259998,54.830002,3902100,54.830002
2014-11-11,54.77,55.25,54.240002,54.66,3632500,54.66
2014-11-12,54.279999,54.740002,53.560001,54.599998,3120300,54.599998
2014-11-13,54.790001,56.790001,54.68,56.759998,6223200,56.759998
2014-11-14,56.25,57.200001,55.73,56.099998,5260500,56.099998
2014-11-17,56.080002,57.0,55.860001,55.990002,4929400,55.990002
2014-11-18,56.23,58.860001,56.040001,58.290001,6590700,58.290001
2014-11-19,57.450001,58.27,56.470001,57.540001,3836600,57.540001
2014-11-20,56.790001,57.639999,56.040001,56.389999,4670800,56.389999
2014-11-21,56.59,56.630001,54.610001,55.330002,5273700,55.330002
2014-11-24,56.130001,56.5,55.25,55.91,3794400,55.91
2014-11-25,55.68,56.77,55.110001,56.25,6844200,56.25
2014-11-26,56.529999,56.799999,56.240002,56.599998,3548800,56.599998
2014-11-28,59.639999,61.93,59.009998,61.23,8699400,61.23
2014-12-01,61.0,61.209999,58.970001,59.57,5294200,59.57
2014-12-02,59.990002,60.759998,58.119999,59.380001,5597100,59.380001
2014-12-03,59.529999,60.209999,57.889999,59.290001,4098400,59.290001
2014-12-04,61.810001,63.150002,61.189999,61.75,8908200,61.75
2014-12-05,62.580002,64.980003,61.950001,63.029999,8157000,63.029999
2014-12-08,63.189999,64.940002,62.84,64.25,5467000,64.25
2014-12-09,61.639999,63.34,61.110001,62.52,9159900,62.52
2014-12-10,64.239998,66.349998,63.369999,63.689999,8788400,63.689999
2014-12-11,64.440002,66.5,64.379997,65.800003,6767600,65.800003
2014-12-12,67.309998,67.400002,63.77,64.099998,8168700,64.099998
2014-12-15,64.190002,64.839996,62.419998,64.040001,6773600,64.040001
2014-12-16,64.849998,65.040001,61.560001,61.630001,6408000,61.630001
2014-12-17,62.07,63.43,59.650002,62.849998,8608400,62.849998
2014-12-18,63.52,64.599998,62.0,64.25,5512900,64.25
2014-12-19,63.419998,64.790001,63.029999,64.139999,5102100,64.139999
2014-12-22,64.610001,65.989998,63.779999,64.0,4114400,64.0
2014-12-23,64.089996,64.309998,61.799999,62.48,4957800,62.48
2014-12-24,63.119999,65.470001,63.119999,64.93,2714300,64.93
2014-12-26,65.199997,65.690002,64.610001,65.279999,3062200,65.279999
2014-12-29,64.599998,65.519997,63.869999,65.220001,2874300,65.220001
2014-12-30,65.300003,66.400002,64.860001,66.050003,2644600,66.050003
2014-12-31,66.610001,67.769997,65.919998,66.889999,4440500,66.889999
2015-01-02,67.739998,68.080002,65.709999,66.339996,6215000,66.339996
2015-01-05,66.870003,67.349998,65.5,66.150002,5033400,66.150002
2015-01-06,66.629997,67.0,63.110001,64.580002,6051700,64.580002
2015-01-07,64.959999,66.110001,64.0,65.529999,5135000,65.529999
2015-01-08,65.699997,67.519997,65.410004,66.639999,6889500,66.639999
2015-01-09,66.760002,66.970001,64.900002,65.339996,3490300,65.339996
2015-01-12,66.160004,66.849998,63.84,65.919998,5246500,65.919998
2015-01-13,66.839996,68.260002,65.449997,66.410004,6261700,66.410004
2015-01-14,65.110001,65.540001,62.650002,64.050003,6743900,64.050003
2015-01-15,64.279999,66.029999,63.720001,63.830002,6253400,63.830002
2015-01-16,63.560001,65.75,62.369999,65.75,8142200,65.75
2015-01-20,67.110001,68.540001,65.849998,68.029999,9473700,68.029999
2015-01-21,67.610001,69.459999,66.68,69.209999,7082200,69.209999
2015-01-22,71.0,73.199997,69.82,72.339996,9681200,72.339996
2015-01-23,72.260002,73.220001,71.510002,73.099998,3810200,73.099998
2015-01-26,72.540001,74.519997,72.309998,73.620003,5595300,73.620003
2015-01-27,72.209999,73.510002,71.610001,71.800003,4391600,71.800003
2015-01-28,72.68,73.800003,70.410004,70.769997,4491000,70.769997
2015-01-29,71.379997,73.790001,70.709999,73.529999,6116700,73.529999
2015-01-30,72.879997,73.519997,68.260002,69.370003,8056800,69.370003
2015-02-02,69.080002,69.379997,65.739998,69.379997,9992200,69.379997
2015-02-03,67.300003,68.970001,66.699997,67.970001,8797300,67.970001
2015-02-04,68.800003,72.230003,68.800003,71.699997,6394900,71.699997
2015-02-05,71.290001,71.349998,68.629997,69.599998,5159600,69.599998
2015-02-06,69.040001,69.330002,67.139999,67.580002,6423600,67.580002
2015-02-09,65.699997,66.669998,63.759998,64.57,7972300,64.57
2015-02-10,65.400002,67.709999,65.230003,67.629997,5488300,67.629997
2015-02-11,68.339996,68.580002,66.57,67.120003,4394800,67.120003
2015-02-12,66.010002,67.550003,64.849998,67.339996,4416500,67.339996
2015-02-13,66.110001,66.589996,65.389999,66.230003,4363900,66.230003
2015-02-17,66.5,67.43,64.720001,64.93,4447300,64.93
2015-02-18,65.900002,66.739998,64.5,66.720001,4449300,66.720001
2015-02-19,68.449997,68.919998,66.040001,66.089996,4806200,66.089996
2015-02-20,66.089996,68.279999,65.519997,68.010002,4697100,68.010002
2015-02-23,69.029999,69.830002,67.980003,68.839996,5117000,68.839996
2015-02-24,67.949997,71.379997,67.269997,70.889999,5185600,70.889999
2015-02-25,70.559998,70.790001,68.669998,68.690002,4416900,68.690002
2015-02-26,69.629997,69.699997,66.389999,67.419998,7527400,67.419998
2015-02-27,67.510002,67.610001,64.709999,65.18,5823900,65.18
2015-03-02,65.18,67.139999,65.18,66.809998,5052400,66.809998
2015-03-03,66.199997,69.040001,66.099998,69.0,6008400,69.0
2015-03-04,68.370003,69.129997,67.589996,68.669998,4579200,68.669998
2015-03-05,69.300003,69.309998,67.330002,67.919998,3902500,67.919998
2015-03-06,67.660004,68.309998,66.540001,66.669998,2369900,66.669998
2015-03-09,66.900002,67.470001,65.82,66.150002,4611300,66.150002
2015-03-10,65.769997,65.980003,64.300003,64.610001,4079000,64.610001
2015-03-11,65.050003,66.269997,64.779999,65.970001,4881000,65.970001
2015-03-12,66.190002,67.959999,66.080002,67.739998,4361100,67.739998
2015-03-13,68.019997,69.110001,67.410004,67.57,4762900,67.57
2015-03-16,68.220001,68.919998,67.410004,67.919998,4283700,67.919998
2015-03-17,68.459999,69.25,67.660004,69.089996,5052300,69.089996
2015-03-18,69.32,69.550003,67.550003,68.099998,5664400,68.099998
2015-03-19,68.830002,70.309998,68.190002,70.089996,5548500,70.089996
2015-03-20,69.389999,70.300003,68.860001,69.449997,10443600,69.449997
2015-03-23,69.769997,69.870003,67.5,67.610001,5260000,67.610001
2015-03-24,67.330002,68.419998,66.839996,67.629997,4282800,67.629997
2015-03-25,67.550003,67.57,65.290001,65.559998,5417900,65.559998
2015-03-26,64.0,65.190002,63.09,64.970001,5993100,64.970001
2015-03-27,65.510002,67.800003,65.510002,67.75,5121000,67.75
2015-03-30,68.25,68.75,67.580002,68.190002,3393400,68.190002
2015-03-31,67.949997,68.099998,66.769997,67.25,3272400,67.25
2015-04-01,65.059998,65.849998,63.75,64.010002,7428000,64.010002
2015-04-02,64.239998,64.540001,61.73,61.880001,7559400,61.880001
2015-04-06,60.639999,61.18,59.470001,60.119999,8067700,60.119999
2015-04-07,60.580002,61.419998,59.290001,59.57,4870900,59.57
2015-04-08,59.849998,61.0,59.700001,60.549999,6791200,60.549999
2015-04-09,62.259998,62.919998,60.560001,61.16,8906200,61.16
2015-04-10,61.290001,62.16,61.0,61.049999,3731800,61.049999
2015-04-13,60.57,62.0,60.400002,61.009998,4808900,61.009998
2015-04-14,60.490002,61.0,59.639999,60.25,4807600,60.25
2015-04-15,61.650002,61.990002,60.349998,60.990002,6011800,60.990002
2015-04-16,60.950001,62.939999,60.720001,62.200001,4452500,62.200001
2015-04-17,61.689999,62.549999,61.43,61.490002,4091200,61.490002
2015-04-20,62.0,62.5,61.060001,62.400002,4736100,62.400002
2015-04-21,62.700001,63.919998,62.080002,63.700001,5716600,63.700001
2015-04-22,63.799999,64.239998,62.900002,64.019997,6286000,64.019997
2015-04-23,62.740002,64.099998,62.310001,62.799999,8683800,62.799999
2015-04-24,63.439999,64.949997,63.400002,63.509998,8820000,63.509998
2015-04-27,62.939999,63.470001,61.740002,61.98,4915300,61.98
2015-04-28,61.799999,61.950001,59.93,61.419998,4211900,61.419998
2015-04-29,61.0,61.27,57.950001,59.869999,7502800,59.869999
2015-04-30,59.900002,61.290001,59.330002,59.740002,7179900,59.740002
2015-05-01,60.34,61.959999,59.919998,61.400002,4519800,61.400002
2015-05-04,61.939999,62.18,60.59,60.919998,3769700,60.919998
2015-05-05,59.91,60.48,58.93,59.23,3617200,59.23
2015-05-06,59.110001,59.990002,57.700001,59.439999,4303600,59.439999
2015-05-07,59.810001,62.790001,59.810001,62.52,7861100,62.52
2015-05-08,62.240002,63.900002,62.07,62.439999,4829000,62.439999
2015-05-11,62.700001,63.639999,62.16,62.950001,2726500,62.950001
2015-05-12,62.25,62.349998,61.490002,61.860001,4355100,61.860001
2015-05-13,62.450001,63.450001,61.060001,61.23,4511600,61.23
2015-05-14,61.599998,62.16,61.169998,61.75,3722900,61.75
2015-05-15,62.209999,62.580002,61.400002,61.599998,2803500,61.599998
2015-05-18,61.630001,62.279999,61.389999,62.25,4207300,62.25
2015-05-19,62.740002,63.220001,60.720001,60.810001,4842100,60.810001
2015-05-20,60.57,60.580002,54.220001,54.540001,22711300,54.540001
2015-05-21,54.599998,55.369999,54.080002,54.130001,10723100,54.130001
2015-05-22,54.419998,54.630001,53.110001,53.689999,6738900,53.689999
2015-05-26,54.099998,54.099998,51.68,51.919998,11236700,51.919998
2015-05-27,52.369999,54.0,52.25,53.700001,6443600,53.700001
2015-05-28,53.700001,54.169998,53.279999,53.490002,4948800,53.490002
2015-05-29,53.560001,54.799999,52.799999,54.59,7309900,54.59
2015-06-01,54.759998,56.889999,54.07,56.310001,9487300,56.310001
2015-06-02,55.119999,56.369999,54.360001,55.950001,6719800,55.950001
2015-06-03,56.189999,56.389999,55.310001,55.869999,3660500,55.869999
2015-06-04,55.5,56.369999,53.990002,54.57,7131100,54.57
2015-06-05,54.619999,54.939999,53.830002,54.09,4867100,54.09
2015-06-08,53.48,53.599998,51.029999,51.73,9231900,51.73
2015-06-09,50.349998,52.900002,49.849998,52.580002,12212200,52.580002
2015-06-10,52.32,53.099998,51.470001,52.419998,6406700,52.419998
2015-06-11,52.91,53.529999,52.330002,52.5,3370900,52.5
2015-06-12,52.0,53.369999,52.0,52.869999,4097900,52.869999
2015-06-15,52.490002,53.009998,51.869999,52.25,3199400,52.25
2015-06-16,52.25,52.560001,50.849998,51.23,4767500,51.23
2015-06-17,51.200001,51.84,50.689999,51.32,3712200,51.32
2015-06-18,51.43,52.080002,51.009998,52.009998,4278600,52.009998
2015-06-19,52.639999,53.959999,52.400002,53.25,5680000,53.25
2015-06-22,54.580002,55.18,53.84,54.799999,6806400,54.799999
2015-06-23,55.84,56.27,54.700001,55.23,5349400,55.23
2015-06-24,55.119999,55.849998,54.299999,54.459999,3987600,54.459999
2015-06-25,54.900002,55.400002,54.369999,54.939999,4182400,54.939999
2015-06-26,55.09,55.400002,54.189999,54.48,4252800,54.48
2015-06-29,53.849998,54.889999,52.509998,52.810001,5279000,52.810001
2015-06-30,53.400002,54.279999,52.990002,53.009998,4621900,53.009998
2015-07-01,54.049999,54.139999,50.099998,51.689999,13075800,51.689999
2015-07-02,51.880001,52.509998,50.98,51.5,5318900,51.5
2015-07-06,52.049999,53.950001,52.049999,53.849998,6371500,53.849998
2015-07-07,53.990002,54.490002,52.540001,54.310001,6627700,54.310001
2015-07-08,53.439999,53.720001,52.25,52.82,4619100,52.82
2015-07-09,53.459999,54.119999,53.060001,53.259998,3411000,53.259998
2015-07-10,54.689999,55.689999,54.599998,55.509998,5922600,55.509998
2015-07-13,56.91,57.389999,56.099998,56.389999,4246800,56.389999
2015-07-14,55.959999,56.490002,55.209999,55.73,4517000,55.73
2015-07-15,54.919998,56.220001,53.900002,55.5,6025200,55.5
2015-07-16,55.880001,56.439999,54.98,54.98,5440400,54.98
2015-07-17,55.23,56.700001,55.029999,55.389999,5893900,55.389999
2015-07-20,55.689999,56.099998,54.810001,55.349998,3425400,55.349998
2015-07-21,55.200001,56.299999,55.200001,55.970001,4032900,55.970001
2015-07-22,55.810001,57.41,55.790001,57.07,9298900,57.07
2015-07-23,58.720001,60.0,56.16,56.669998,10259200,56.669998
2015-07-24,57.779999,58.5,56.439999,56.490002,9534000,56.490002
2015-07-27,56.049999,57.240002,55.25,56.810001,5806500,56.810001
2015-07-28,57.080002,58.91,56.75,58.419998,6206400,58.419998
2015-07-29,58.099998,58.419998,56.799999,57.209999,4768100,57.209999
2015-07-30,57.09,57.310001,56.549999,56.84,3153700,56.84
2015-07-31,56.66,56.900002,56.360001,56.389999,3476300,56.389999
2015-08-03,56.860001,58.889999,56.689999,58.32,5270700,58.32
2015-08-04,59.189999,59.849998,58.209999,58.950001,4795300,58.950001
2015-08-05,59.41,59.5,58.049999,58.110001,4580200,58.110001
2015-08-06,58.41,58.959999,56.950001,57.509998,3749000,57.509998
2015-08-07,57.25,57.630001,56.610001,56.740002,3489900,56.740002
2015-08-10,57.419998,58.009998,56.900002,57.150002,3074000,57.150002
2015-08-11,57.220001,59.139999,57.220001,57.869999,4419800,57.869999
2015-08-12,57.599998,57.740002,55.07,57.41,4813300,57.41
2015-08-13,57.650002,58.59,57.18,58.349998,3337800,58.349998
2015-08-14,57.970001,58.860001,57.849998,58.529999,2391700,58.529999
2015-08-17,58.490002,59.93,58.0,59.599998,3889000,59.599998
2015-08-18,59.450001,60.119999,58.110001,58.509998,3834400,58.509998
2015-08-19,58.259998,59.029999,57.869999,58.23,3794900,58.23
2015-08-20,57.59,57.66,56.52,56.59,4164800,56.59
2015-08-21,55.919998,56.68,54.959999,55.09,6683400,55.09
2015-08-24,50.759998,54.98,49.200001,52.330002,7089300,52.330002
2015-08-25,54.369999,54.939999,52.099998,52.099998,4597100,52.099998
2015-08-26,53.369999,54.220001,51.619999,53.950001,4991300,53.950001
2015-08-27,54.380001,54.73,52.330002,53.360001,5769700,53.360001
2015-08-28,56.52,57.349998,55.779999,57.119999,19988900,57.119999
2015-08-31,57.18,58.040001,56.880001,56.970001,10560400,56.970001
2015-09-01,56.009998,57.380001,55.799999,57.130001,12670900,57.130001
2015-09-02,57.889999,58.09,56.720001,57.290001,67826200,57.290001
2015-09-03,57.529999,58.139999,57.049999,57.25,9954600,57.25
2015-09-04,56.799999,57.700001,56.310001,56.689999,6099700,56.689999
2015-09-08,57.740002,58.009998,56.91,57.509998,7115100,57.509998
2015-09-09,57.0,58.93,56.869999,57.669998,9041000,57.669998
2015-09-10,57.959999,58.360001,56.599998,56.900002,6500900,56.900002
2015-09-11,56.77,57.470001,56.34,56.830002,4028300,56.830002
2015-09-14,56.889999,57.459999,56.419998,57.450001,4652100,57.450001
2015-09-15,57.490002,57.700001,56.849998,57.279999,5310000,57.279999
2015-09-16,57.029999,57.990002,56.759998,57.950001,5151800,57.950001
2015-09-17,58.189999,62.209999,58.080002,61.560001,16405900,61.560001
2015-09-18,60.84,61.349998,60.029999,60.310001,7125600,60.310001
2015-09-21,60.360001,61.240002,59.59,60.450001,5417700,60.450001
2015-09-22,59.950001,60.220001,58.009998,58.240002,5477400,58.240002
2015-09-23,58.52,58.889999,57.290001,58.169998,4215500,58.169998
2015-09-24,57.580002,57.66,55.77,56.330002,5748900,56.330002
2015-09-25,56.990002,56.990002,54.950001,55.419998,6322900,55.419998
2015-09-28,55.209999,55.240002,53.040001,53.720001,5560900,53.720001
2015-09-29,53.830002,54.029999,52.110001,52.459999,6290700,52.459999
2015-09-30,52.880001,53.48,52.240002,53.049999,6347000,53.049999
2015-10-01,52.950001,53.169998,52.0,53.0,5990000,53.0
2015-10-02,52.34,52.380001,50.950001,51.759998,6745500,51.759998
2015-10-05,52.029999,53.630001,51.650002,53.330002,5846200,53.330002
2015-10-06,53.240002,53.549999,50.52,50.779999,7744900,50.779999
2015-10-07,51.040001,51.650002,49.759998,51.580002,7054000,51.580002
2015-10-08,51.25,52.43,50.5,52.259998,5012500,52.259998
2015-10-09,53.919998,56.099998,53.419998,55.709999,11375400,55.709999
2015-10-12,56.099998,58.040001,55.900002,57.799999,6114300,57.799999
2015-10-13,57.119999,57.759998,56.43,57.299999,6223100,57.299999
2015-10-14,57.869999,58.75,56.400002,57.509998,5912800,57.509998
2015-10-15,57.790001,58.080002,56.720001,57.759998,4188500,57.759998
2015-10-16,57.889999,57.98,55.049999,55.970001,14594700,55.970001
2015-10-19,55.900002,57.009998,55.84,56.75,6588400,56.75
2015-10-20,56.849998,57.07,55.450001,55.75,7088800,55.75
2015-10-21,55.650002,55.849998,54.200001,54.549999,7421800,54.549999
2015-10-22,55.09,56.439999,54.139999,56.049999,7564800,56.049999
2015-10-23,57.189999,59.799999,57.18,59.68,12308600,59.68
2015-10-26,59.419998,61.200001,59.150002,61.02,6017300,61.02
2015-10-27,60.720001,61.799999,60.470001,60.939999,5981600,60.939999
2015-10-28,60.849998,60.970001,58.700001,59.549999,5823400,59.549999
2015-10-29,59.130001,60.720001,58.599998,60.25,4301900,60.25
2015-10-30,60.07,61.869999,59.970001,60.310001,5520400,60.310001
2015-11-02,60.610001,61.290001,60.439999,60.599998,4012000,60.599998
2015-11-03,61.0,61.34,60.009998,60.84,4883300,60.84
2015-11-04,60.540001,60.93,59.689999,60.290001,6036500,60.290001
2015-11-05,60.509998,60.98,60.189999,60.299999,4623300,60.299999
2015-11-06,60.18,61.75,60.02,61.490002,6540700,61.490002
2015-11-09,61.16,61.419998,59.669998,60.150002,3469700,60.150002
2015-11-10,60.18,60.849998,59.029999,60.060001,2659000,60.060001
2015-11-11,60.259998,60.439999,59.580002,59.639999,2264500,59.639999
2015-11-12,59.0,60.110001,59.0,59.25,2707300,59.25
2015-11-13,59.099998,59.57,58.439999,58.799999,3085200,58.799999
2015-11-16,57.369999,58.209999,57.060001,58.080002,6174400,58.080002
2015-11-17,58.299999,59.290001,57.02,57.380001,4413500,57.380001
2015-11-18,57.490002,58.259998,56.509998,57.709999,4658800,57.709999
2015-11-19,58.09,59.299999,57.799999,58.5,3475600,58.5
2015-11-20,58.490002,59.290001,58.360001,58.810001,3563900,58.810001
2015-11-23,58.849998,59.23,58.34,58.560001,2607100,58.560001
2015-11-24,57.09,57.240002,56.07,56.799999,7259500,56.799999
2015-11-25,57.080002,57.209999,55.93,56.220001,4622800,56.220001
2015-11-27,56.400002,57.459999,56.259998,56.82,1638500,56.82
2015-11-30,56.82,57.200001,55.580002,55.73,5123700,55.73
2015-12-01,55.68,57.110001,55.529999,56.990002,3967000,56.990002
