Date,Open,High,Low,Close,Volume,Adj Close
2014-07-29,51.099998,51.259998,50.619999,50.639999,2635600,50.639999
2014-07-30,50.869999,51.119999,49.91,49.959999,4725700,49.959999
2014-07-31,49.759998,50.119999,49.029999,49.049999,4467300,49.049999
2014-08-01,49.119999,49.549999,49.049999,49.290001,4952100,49.290001
2014-08-04,49.540001,50.139999,49.439999,50.040001,4653200,50.040001
2014-08-05,49.77,50.619999,49.599998,49.98,5645000,49.98
2014-08-06,42.990002,44.25,41.509998,43.669998,40718100,43.669998
2014-08-07,44.139999,45.080002,43.950001,44.380001,11626300,44.380001
2014-08-08,44.389999,44.619999,43.700001,44.470001,6599000,44.470001
2014-08-11,44.75,44.759998,44.290001,44.490002,5398300,44.490002
2014-08-12,44.299999,44.639999,44.200001,44.560001,4361900,44.560001
2014-08-13,44.57,45.049999,44.560001,44.939999,5838700,44.939999
2014-08-14,45.099998,45.099998,44.709999,44.82,5561700,44.82
2014-08-15,45.200001,45.200001,44.59,44.759998,5761800,44.759998
2014-08-18,44.990002,45.68,44.82,45.27,5661300,45.27
2014-08-19,45.299999,46.459999,45.27,46.220001,6105200,46.220001
2014-08-20,46.240002,46.290001,45.889999,46.009998,5595700,46.009998
2014-08-21,45.91,46.439999,45.830002,46.009998,3770300,46.009998
2014-08-22,46.169998,46.380001,45.970001,46.060001,3373400,46.060001
2014-08-25,46.419998,46.439999,45.619999,45.630001,3520500,45.630001
2014-08-26,45.82,46.099998,45.720001,45.740002,3254300,45.740002
2014-08-27,45.84,46.130001,45.650002,46.130001,4151700,46.130001
2014-08-28,45.540001,45.689999,45.080002,45.470001,6614500,45.470001
2014-08-29,45.73,45.82,45.18,45.73,3842000,45.73
2014-09-02,45.990002,46.09,45.740002,45.880001,4574200,45.880001
2014-09-03,45.98,46.5,45.880001,45.919998,3305600,45.919998
2014-09-04,46.099998,46.34,45.810001,46.049999,4313900,46.049999
2014-09-05,45.93,46.23,45.810001,46.209999,4501300,46.209999
2014-09-08,46.049999,46.32,45.470001,45.73,4179500,45.73
2014-09-09,45.66,45.740002,45.169998,45.290001,2985600,45.290001
2014-09-10,45.23,45.650002,45.23,45.389999,3233100,45.389999
2014-09-11,45.25,45.5,44.799999,45.040001,6961300,45.040001
2014-09-12,44.900002,45.189999,44.66,44.759998,6136500,44.759998
2014-09-15,45.849998,46.029999,44.189999,44.310001,9783300,44.310001
2014-09-16,44.470001,45.099998,44.200001,44.98,10920400,44.98
2014-09-17,45.009998,45.25,44.650002,44.779999,6949600,44.779999
2014-09-18,45.110001,45.34,45.0,45.310001,4432500,45.310001
2014-09-19,45.599998,45.599998,44.650002,45.0,7196000,45.0
2014-09-22,45.0,45.040001,44.400002,44.599998,3301900,44.599998
2014-09-23,44.57,45.18,44.369999,44.509998,4494500,44.509998
2014-09-24,44.470001,45.380001,44.330002,45.200001,3711500,45.200001
2014-09-25,45.240002,45.34,44.049999,44.07,4887700,44.07
2014-09-26,44.110001,44.799999,44.099998,44.75,5410100,44.75
2014-09-29,44.369999,44.75,44.009998,44.369999,7116700,44.369999
2014-09-30,44.59,45.299999,44.419998,44.77,6485300,44.77
2014-10-01,44.75,44.77,44.310001,44.369999,4713900,44.369999
2014-10-02,44.220001,44.68,43.880001,43.900002,5361600,43.900002
2014-10-03,44.25,44.639999,44.240002,44.380001,2915800,44.380001
2014-10-06,44.720001,44.799999,44.150002,44.25,3132200,44.25
2014-10-07,44.299999,44.470001,43.889999,43.900002,4907100,43.900002
2014-10-08,43.779999,45.130001,43.779999,45.029999,4047100,45.029999
2014-10-09,44.830002,45.02,44.07,44.119999,6557500,44.119999
2014-10-10,44.34,45.200001,43.279999,43.310001,9875400,43.310001
2014-10-13,43.369999,44.580002,43.25,43.93,6235100,43.93
2014-10-14,44.290001,45.389999,43.98,44.650002,5960500,44.650002
2014-10-15,44.0,44.720001,42.939999,44.380001,6685800,44.380001
2014-10-16,43.759998,44.630001,43.439999,44.119999,5671400,44.119999
2014-10-17,44.900002,44.919998,44.189999,44.200001,5303700,44.200001
2014-10-20,43.900002,44.330002,43.549999,43.57,4820700,43.57
2014-10-21,43.799999,44.860001,43.75,44.630001,6752800,44.630001
2014-10-22,44.639999,44.959999,44.099998,44.139999,4742700,44.139999
2014-10-23,44.599998,44.849998,44.310001,44.52,3791800,44.52
2014-10-24,44.720001,45.16,44.330002,45.099998,2607100,45.099998
2014-10-27,45.040001,45.709999,44.869999,45.52,3233000,45.52
2014-10-28,45.66,46.939999,45.41,46.93,4664000,46.93
2014-10-29,46.740002,47.139999,46.349998,46.720001,4017900,46.720001
2014-10-30,46.689999,48.48,46.619999,47.98,4962700,47.98
2014-10-31,48.950001,49.110001,48.610001,48.849998,5708200,48.849998
2014-11-03,48.98,49.459999,48.709999,48.889999,3404300,48.889999
2014-11-04,48.959999,49.150002,48.400002,48.490002,6745800,48.490002
2014-11-05,51.0,52.599998,50.450001,52.400002,10090800,52.400002
2014-11-06,52.5,52.990002,51.68,52.639999,6345600,52.639999
2014-11-07,52.619999,53.709999,52.290001,53.619999,5865500,53.619999
2014-11-10,53.459999,54.240002,53.310001,53.650002,6585800,53.650002
2014-11-11,53.0,53.439999,52.860001,53.150002,5186800,53.150002
2014-11-12,53.099998,53.509998,52.939999,53.240002,3319600,53.240002
2014-11-13,53.32,53.700001,53.0,53.389999,3313600,53.389999
2014-11-14,53.290001,53.669998,53.150002,53.290001,2542600,53.290001
2014-11-17,53.080002,53.610001,52.869999,53.060001,3110800,53.060001
2014-11-18,53.0,53.220001,52.57,52.740002,3544400,52.740002
2014-11-19,52.5,52.709999,51.939999,52.43,3642300,52.43
2014-11-20,52.25,52.57,51.549999,51.759998,4566100,51.759998
2014-11-21,52.52,53.09,51.810001,53.060001,4769900,53.060001
2014-11-24,53.0,53.790001,52.560001,53.73,3923100,53.73
2014-11-25,53.650002,53.799999,53.209999,53.299999,3938700,53.299999
2014-11-26,53.5,53.650002,53.169998,53.639999,2418300,53.639999
2014-11-28,53.93,54.549999,53.66,53.990002,1605200,53.990002
2014-12-01,53.889999,54.73,53.509998,54.049999,4367400,54.049999
2014-12-02,54.310001,54.599998,54.049999,54.490002,2810600,54.490002
2014-12-03,54.43,54.700001,54.209999,54.439999,2552800,54.439999
2014-12-04,54.389999,54.490002,53.34,53.52,3138600,53.52
2014-12-05,53.459999,53.700001,52.700001,53.16,5483700,53.16
2014-12-08,53.040001,53.09,52.09,52.549999,3788700,52.549999
2014-12-09,51.84,52.700001,51.84,52.599998,4690600,52.599998
2014-12-10,52.650002,52.650002,51.220001,51.32,3746200,51.32
2014-12-11,51.849998,52.389999,51.41,51.509998,4304900,51.509998
2014-12-12,50.630001,51.52,50.450001,50.48,3566800,50.48
2014-12-15,50.549999,51.0,50.169998,50.509998,3922000,50.509998
2014-12-16,50.400002,52.619999,50.189999,51.209999,6816000,51.209999
2014-12-17,51.07,51.27,50.57,51.0,5197600,51.0
2014-12-18,52.049999,53.450001,51.68,53.450001,5082000,53.450001
2014-12-19,53.400002,54.439999,53.23,53.490002,8087800,53.490002
2014-12-22,53.639999,54.330002,53.52,54.310001,2531100,54.310001
2014-12-23,54.82,54.889999,54.200001,54.220001,2253800,54.220001
2014-12-24,54.25,54.549999,54.02,54.259998,1059300,54.259998
2014-12-26,54.310001,54.400002,53.720001,53.84,1445600,53.84
2014-12-29,53.689999,54.139999,53.630001,53.93,2218400,53.93
2014-12-30,53.610001,53.91,52.919998,53.150002,3595000,53.150002
2014-12-31,53.709999,53.799999,52.619999,52.66,2208200,52.66
2015-01-02,52.889999,53.77,52.0,52.669998,2370900,52.669998
2015-01-05,53.970001,53.970001,52.07,52.34,3017300,52.34
2015-01-06,52.110001,52.32,50.709999,50.98,4183800,50.98
2015-01-07,51.209999,52.68,51.209999,52.650002,4411400,52.650002
2015-01-08,52.84,54.110001,52.599998,53.880001,5570200,53.880001
2015-01-09,54.549999,54.650002,53.540001,54.119999,4164500,54.119999
2015-01-12,54.029999,54.799999,53.810001,54.150002,6151600,54.150002
2015-01-13,54.790001,55.68,53.700001,54.150002,3629300,54.150002
2015-01-14,53.830002,54.41,53.139999,54.41,4154200,54.41
2015-01-15,54.360001,54.669998,53.43,53.84,4758300,53.84
2015-01-16,53.93,55.119999,53.630001,55.040001,4376800,55.040001
2015-01-20,55.23,55.740002,54.700001,55.599998,4715300,55.599998
2015-01-21,55.549999,55.75,54.860001,55.279999,4586100,55.279999
2015-01-22,55.349998,56.200001,55.049999,56.18,4849800,56.18
2015-01-23,56.049999,56.619999,55.830002,56.060001,3501000,56.060001
2015-01-26,56.169998,56.25,55.669998,56.099998,4145400,56.099998
2015-01-27,55.700001,55.91,54.849998,55.259998,3269200,55.259998
2015-01-28,55.389999,55.720001,54.299999,54.43,4798700,54.43
2015-01-29,54.389999,55.5,54.02,55.48,3545400,55.48
2015-01-30,55.009998,55.310001,54.040001,54.130001,3756400,54.130001
2015-02-02,54.41,54.419998,53.330002,54.310001,4581400,54.310001
2015-02-03,54.720001,55.220001,54.07,55.099998,5447100,55.099998
2015-02-04,57.0,59.639999,57.0,57.880001,11625800,57.880001
2015-02-05,57.91,58.209999,56.529999,57.639999,5591400,57.639999
2015-02-06,57.639999,57.939999,56.900002,57.439999,4125700,57.439999
2015-02-09,57.189999,57.900002,56.900002,57.450001,4540400,57.450001
2015-02-10,57.75,58.5,57.73,58.400002,4742400,58.400002
2015-02-11,58.5,59.09,58.43,58.889999,3619200,58.889999
2015-02-12,59.060001,60.299999,59.02,60.279999,3859700,60.279999
2015-02-13,60.450001,60.5,59.610001,60.23,4577900,60.23
2015-02-17,60.389999,60.540001,59.689999,60.189999,2900900,60.189999
2015-02-18,60.009998,61.119999,59.919998,61.09,3522100,61.09
2015-02-19,61.09,62.009998,60.860001,62.0,3695000,62.0
2015-02-20,62.07,63.080002,61.380001,63.049999,5817800,63.049999
2015-02-23,63.0,63.02,61.82,62.43,4550200,62.43
2015-02-24,62.119999,62.560001,61.810001,62.450001,2062300,62.450001
2015-02-25,62.34,62.68,61.990002,62.650002,2299900,62.650002
2015-02-26,62.669998,63.099998,62.259998,62.790001,2847400,62.790001
2015-02-27,62.91,63.150002,62.400002,62.490002,3565800,62.490002
2015-03-02,62.560001,63.189999,62.459999,62.919998,2393500,62.919998
2015-03-03,63.110001,63.139999,62.290001,62.779999,5561700,62.779999
2015-03-04,62.650002,62.77,61.48,62.060001,4308300,62.060001
2015-03-05,62.060001,62.419998,61.830002,62.360001,5565200,62.360001
2015-03-06,62.029999,62.450001,61.43,61.610001,2865500,61.610001
2015-03-09,61.75,62.09,61.509998,61.919998,2830100,61.919998
2015-03-10,61.130001,61.299999,60.470001,60.650002,2561000,60.650002
2015-03-11,60.52,61.099998,60.290001,60.849998,2785400,60.849998
2015-03-12,61.0,61.77,60.93,61.650002,2068100,61.650002
2015-03-13,61.84,62.25,60.759998,61.150002,3418100,61.150002
2015-03-16,61.650002,62.389999,61.650002,62.029999,3925300,62.029999
2015-03-17,61.900002,62.48,61.549999,62.25,2512600,62.25
2015-03-18,62.209999,64.279999,61.990002,63.790001,3779900,63.790001
2015-03-19,63.740002,64.449997,63.529999,64.25,3438400,64.25
2015-03-20,64.620003,64.690002,63.82,64.059998,5440100,64.059998
2015-03-23,64.160004,64.18,63.740002,63.919998,2022300,63.919998
2015-03-24,63.73,63.900002,62.950001,62.970001,3220600,62.970001
2015-03-25,62.869999,63.040001,61.150002,61.200001,3749100,61.200001
2015-03-26,60.599998,63.040001,60.5,62.529999,5091500,62.529999
2015-03-27,62.389999,63.189999,62.16,63.0,2767100,63.0
2015-03-30,63.240002,63.939999,62.990002,63.34,2593700,63.34
2015-03-31,63.240002,63.240002,62.330002,62.389999,2707300,62.389999
2015-04-01,62.450001,62.5,61.5,61.98,3291700,61.98
2015-04-02,62.09,62.77,61.68,62.57,1916100,62.57
2015-04-06,62.139999,62.91,62.0,62.419998,3014400,62.419998
2015-04-07,62.5,62.77,62.02,62.049999,2167100,62.049999
2015-04-08,62.189999,62.919998,61.919998,62.540001,2284000,62.540001
2015-04-09,62.330002,63.23,62.200001,63.16,1715500,63.16
2015-04-10,63.200001,63.220001,62.700001,62.799999,2222500,62.799999
2015-04-13,62.700001,62.93,61.669998,61.73,2440000,61.73
2015-04-14,61.810001,62.639999,61.400002,62.619999,3227600,62.619999
2015-04-15,62.630001,63.150002,62.470001,63.110001,2320800,63.110001
2015-04-16,62.630001,62.93,62.209999,62.450001,2551400,62.450001
2015-04-17,61.790001,61.810001,60.41,60.700001,4349300,60.700001
2015-04-20,60.990002,61.470001,60.799999,61.139999,3815600,61.139999
2015-04-21,61.450001,61.849998,61.290001,61.41,2714500,61.41
2015-04-22,61.34,61.400002,60.759998,61.209999,2412400,61.209999
2015-04-23,60.880001,61.419998,60.419998,61.200001,3356700,61.200001
2015-04-24,60.66,60.66,59.650002,59.73,4997400,59.73
2015-04-27,59.919998,60.139999,59.130001,59.509998,4896000,59.509998
2015-04-28,59.48,60.509998,59.279999,60.330002,4053500,60.330002
2015-04-29,60.07,60.549999,59.5,59.919998,2452300,59.919998
2015-04-30,59.68,59.900002,58.380001,58.540001,3858500,58.540001
2015-05-01,58.650002,59.209999,58.349998,59.139999,4953400,59.139999
2015-05-04,63.610001,65.550003,62.73,62.779999,11019600,62.779999
2015-05-05,62.869999,63.110001,60.919998,61.0,5559200,61.0
2015-05-06,61.279999,61.540001,59.959999,60.619999,4678700,60.619999
2015-05-07,60.490002,61.700001,60.220001,61.310001,3419300,61.310001
2015-05-08,61.93,63.189999,61.91,63.09,4688300,63.09
2015-05-11,63.189999,63.709999,62.639999,62.68,3133900,62.68
2015-05-12,62.389999,62.66,61.669998,62.130001,2534900,62.130001
2015-05-13,62.200001,62.790001,61.610001,61.849998,2470400,61.849998
2015-05-14,62.189999,63.919998,62.02,63.82,3823100,63.82
2015-05-15,64.029999,64.029999,63.009998,63.57,2566400,63.57
2015-05-18,63.23,64.989998,63.23,64.739998,3909500,64.739998
2015-05-19,64.93,65.550003,64.760002,65.029999,3238900,65.029999
2015-05-20,65.040001,65.580002,64.650002,65.0,2030700,65.0
2015-05-21,64.739998,65.260002,64.68,64.970001,1964400,64.970001
2015-05-22,64.699997,65.230003,64.699997,64.809998,2179400,64.809998
2015-05-26,64.589996,64.660004,63.57,63.82,2174300,63.82
2015-05-27,63.919998,64.75,63.610001,64.68,1600800,64.68
2015-05-28,64.510002,64.93,64.139999,64.839996,1898900,64.839996
2015-05-29,64.75,65.169998,64.25,64.720001,2619000,64.720001
2015-06-01,65.050003,65.480003,64.440002,65.400002,2733800,65.400002
2015-06-02,64.980003,65.959999,64.980003,65.599998,2886700,65.599998
2015-06-03,65.730003,65.879997,65.18,65.699997,2704900,65.699997
2015-06-04,65.199997,65.660004,64.260002,64.470001,2436400,64.470001
2015-06-05,64.230003,64.82,63.639999,64.599998,2144400,64.599998
2015-06-08,64.589996,64.589996,63.560001,63.59,1790300,63.59
2015-06-09,63.619999,63.880001,62.630001,63.709999,2150500,63.709999
2015-06-10,63.869999,65.370003,63.810001,64.849998,2838900,64.849998
2015-06-11,65.160004,65.160004,64.25,64.510002,3881700,64.510002
2015-06-12,64.120003,64.379997,63.599998,63.610001,2451500,63.610001
2015-06-15,63.16,63.189999,62.549999,62.98,3760600,62.98
2015-06-16,61.68,62.970001,61.619999,62.720001,4012800,62.720001
2015-06-17,63.09,63.130001,61.610001,62.080002,5065500,62.080002
2015-06-18,62.369999,63.610001,62.369999,63.25,3041000,63.25
2015-06-19,63.189999,63.48,62.470001,62.490002,3822100,62.490002
2015-06-22,62.950001,63.299999,62.540001,63.200001,2439100,63.200001
2015-06-23,63.209999,63.470001,62.889999,63.290001,1904800,63.290001
2015-06-24,63.23,63.720001,62.990002,63.02,3025900,63.02
2015-06-25,63.349998,63.950001,63.060001,63.700001,2455500,63.700001
2015-06-26,63.639999,64.260002,63.450001,63.830002,2810400,63.830002
2015-06-29,63.099998,63.130001,61.060001,61.18,2680700,61.18
2015-06-30,61.779999,61.790001,60.779999,61.09,2900000,61.09
2015-07-01,61.790001,62.330002,61.529999,62.119999,2438400,62.119999
2015-07-02,61.889999,62.23,57.689999,60.529999,11140100,60.529999
2015-07-06,59.419998,61.240002,59.419998,59.959999,4723900,59.959999
2015-07-07,59.950001,60.470001,59.080002,60.299999,4170200,60.299999
2015-07-08,60.099998,60.189999,58.900002,59.029999,2527000,59.029999
2015-07-09,59.900002,60.110001,59.41,59.490002,3064100,59.490002
2015-07-10,60.459999,60.459999,59.68,59.709999,2356200,59.709999
2015-07-13,60.400002,60.529999,59.98,60.23,2705800,60.23
2015-07-14,60.310001,60.950001,60.110001,60.610001,2395300,60.610001
2015-07-15,60.529999,61.360001,60.009998,60.849998,3288300,60.849998
2015-07-16,61.669998,61.98,60.950001,61.169998,2045400,61.169998
2015-07-17,61.459999,61.459999,60.23,60.59,2673300,60.59
2015-07-20,60.860001,60.860001,60.310001,60.490002,1499700,60.490002
2015-07-21,61.709999,61.990002,61.32,61.560001,3431500,61.560001
2015-07-22,61.369999,62.419998,61.369999,62.189999,2257700,62.189999
2015-07-23,62.240002,62.689999,61.950001,62.259998,1752500,62.259998
2015-07-24,62.689999,62.689999,61.349998,61.599998,2075500,61.599998
2015-07-27,61.259998,61.34,60.580002,60.75,1712800,60.75
2015-07-28,60.5,61.5,60.389999,61.169998,1930700,61.169998
2015-07-29,61.220001,62.330002,60.93,62.259998,2889400,62.259998
2015-07-30,61.830002,63.279999,61.32,63.119999,2929100,63.119999
2015-07-31,63.66,63.669998,62.759998,63.099998,3302400,63.099998
2015-08-03,63.310001,63.380001,62.5,62.880001,2529400,62.880001
2015-08-04,63.060001,63.82,62.93,63.290001,4976400,63.290001
2015-08-05,67.360001,69.349998,67.230003,67.339996,8296400,67.339996
2015-08-06,67.879997,68.260002,66.379997,67.080002,4299300,67.080002
2015-08-07,67.550003,68.059998,66.339996,67.620003,4592700,67.620003
2015-08-10,68.0,68.489998,67.849998,68.440002,3113600,68.440002
2015-08-11,68.059998,68.150002,67.019997,67.779999,3256000,67.779999
2015-08-12,67.599998,67.919998,66.629997,67.470001,3298900,67.470001
2015-08-13,67.410004,68.269997,66.860001,67.940002,2812100,67.940002
2015-08-14,67.620003,68.040001,67.019997,67.169998,3050300,67.169998
2015-08-17,66.790001,67.709999,66.690002,67.650002,2679800,67.650002
2015-08-18,67.639999,67.980003,67.379997,67.839996,2009100,67.839996
2015-08-19,67.330002,67.720001,66.82,67.029999,3091700,67.029999
2015-08-20,66.370003,66.75,65.220001,65.699997,4240100,65.699997
2015-08-21,65.010002,65.599998,62.849998,62.849998,4935600,62.849998
2015-08-24,59.139999,62.23,57.5,59.830002,6781500,59.830002
2015-08-25,61.310001,62.240002,58.830002,58.98,6288300,58.98
2015-08-26,60.57,62.240002,59.77,62.16,5730100,62.16
2015-08-27,62.73,63.91,62.259998,63.799999,4866200,63.799999
2015-08-28,62.869999,64.120003,62.610001,63.720001,4176600,63.720001
2015-08-31,63.130001,63.389999,62.549999,62.939999,4385900,62.939999
2015-09-01,61.540001,62.400002,60.830002,61.23,5097100,61.23
2015-09-02,62.139999,62.549999,60.610001,62.540001,3699500,62.540001
2015-09-03,62.84,63.400002,62.540001,62.860001,2974800,62.860001
2015-09-04,61.759998,62.439999,61.23,61.75,3489500,61.75
2015-09-08,63.009998,63.490002,62.470001,63.169998,3825300,63.169998
2015-09-09,63.75,63.869999,61.939999,62.130001,2699400,62.130001
2015-09-10,61.799999,63.220001,61.689999,62.630001,2834800,62.630001
2015-09-11,62.259998,62.970001,61.950001,62.790001,2367500,62.790001
2015-09-14,62.869999,63.119999,61.950001,62.080002,2394700,62.080002
2015-09-15,62.450001,62.84,62.040001,62.77,4727900,62.77
2015-09-16,62.919998,64.0,62.73,63.619999,2791200,63.619999
2015-09-17,63.470001,63.779999,62.75,62.889999,2819100,62.889999
2015-09-18,62.099998,62.619999,61.509998,61.830002,4411600,61.830002
2015-09-21,62.150002,63.099998,62.0,62.82,2992900,62.82
2015-09-22,62.099998,62.43,61.32,61.860001,2218400,61.860001
2015-09-23,61.880001,62.52,61.610001,62.25,2300500,62.25
2015-09-24,61.619999,61.849998,60.560001,61.119999,5025700,61.119999
2015-09-25,61.93,62.080002,60.84,61.290001,2559600,61.290001
2015-09-28,61.150002,61.490002,59.91,60.040001,2990800,60.040001
2015-09-29,60.220001,60.73,59.939999,60.580002,2838000,60.580002
2015-09-30,61.509998,62.700001,61.099998,62.610001,4033600,62.610001
2015-10-01,62.950001,63.560001,62.23,63.27,3411700,63.27
2015-10-02,62.099998,63.279999,61.27,63.27,3032100,63.27
2015-10-05,63.91,65.260002,63.599998,65.110001,2959400,65.110001
2015-10-06,64.809998,65.209999,64.529999,64.980003,2273500,64.980003
2015-10-07,65.449997,65.989998,64.800003,65.989998,3139500,65.989998
2015-10-08,65.510002,66.620003,65.480003,66.360001,2083500,66.360001
2015-10-09,66.599998,66.980003,66.360001,66.940002,3306700,66.940002
2015-10-12,66.919998,67.959999,65.779999,66.190002,2880700,66.190002
2015-10-13,65.75,65.879997,64.599998,64.839996,3792300,64.839996
2015-10-14,65.0,65.279999,64.550003,64.75,2840600,64.75
2015-10-15,65.190002,65.269997,64.419998,64.900002,3360100,64.900002
2015-10-16,65.400002,65.57,64.599998,64.900002,3550300,64.900002
2015-10-19,64.830002,65.059998,64.370003,65.050003,3355300,65.050003
2015-10-20,64.68,65.330002,64.660004,65.199997,2277100,65.199997
2015-10-21,65.510002,66.18,64.870003,64.970001,2645000,64.970001
2015-10-22,65.910004,68.489998,65.629997,68.43,5831400,68.43
2015-10-23,68.849998,69.32,68.199997,68.830002,3948400,68.830002
2015-10-26,68.940002,69.120003,68.220001,68.449997,2625200,68.449997
2015-10-27,68.029999,68.330002,67.779999,68.260002,3005900,68.260002
2015-10-28,68.449997,69.800003,68.199997,69.760002,3143200,69.760002
2015-10-29,69.410004,69.519997,68.699997,68.879997,1953000,68.879997
2015-10-30,68.900002,69.080002,68.089996,68.110001,3230100,68.110001
2015-11-02,68.540001,68.660004,68.150002,68.43,3674500,68.43
2015-11-03,68.160004,68.910004,68.059998,68.139999,3744500,68.139999
2015-11-04,67.220001,67.32,65.339996,66.82,6384800,66.82
2015-11-05,67.489998,67.660004,66.559998,67.169998,3174500,67.169998
2015-11-06,66.82,69.230003,66.82,69.050003,4419300,69.050003
2015-11-09,68.779999,68.800003,67.470001,67.970001,2919200,67.970001
2015-11-10,67.870003,68.18,67.410004,68.089996,2405500,68.089996
2015-11-11,68.379997,68.980003,67.690002,67.889999,2811900,67.889999
2015-11-12,67.519997,68.040001,66.940002,67.110001,2474400,67.110001
2015-11-13,66.699997,67.18,65.809998,65.900002,2752700,65.900002
2015-11-16,65.989998,66.279999,65.349998,65.860001,3136700,65.860001
2015-11-17,65.32,65.860001,63.27,64.110001,5906000,64.110001
2015-11-18,64.480003,65.360001,63.869999,65.260002,2812400,65.260002
2015-11-19,65.330002,65.580002,64.910004,65.239998,3099500,65.239998
2015-11-20,65.790001,65.910004,65.040001,65.129997,3166000,65.129997
2015-11-23,64.989998,65.089996,63.93,64.239998,3287600,64.239998
2015-11-24,63.900002,64.779999,63.689999,64.580002,3600400,64.580002
2015-11-25,64.559998,64.830002,64.199997,64.470001,1897100,64.470001
2015-11-27,64.639999,65.43,64.510002,64.730003,1413300,64.730003
2015-11-30,64.970001,64.989998,64.279999,64.580002,3704300,64.580002
2015-12-01,64.650002,65.25,64.559998,65.199997,2533300,65.199997
